userId,sectionId,rating,sectionname
5,44,4,极值
5,7,4.94,自变量趋于有限值时函数的极限
5,59,0.61,可积的必要条件与可积函数类
5,56,3.9,某些无理根式的不定积分
5,19,2.36,最大值最小值定理
5,71,0.23,可化为齐次方程的方程
5,73,3.75,可化为一阶线性微分方程的方程
5,15,3.35,柯西审敛原理
5,40,0.05,0/0型不定式的极限
5,26,4.21,反函数的求导法则
5,24,3.18,导数的可导性和连续性
5,48,3.78,函数的作图
5,56,0.33,某些无理根式的不定积分
5,27,0.35,复合函数的求导法则
5,59,4.34,可积的必要条件与可积函数类
5,72,0.73,一阶线性微分方程
5,80,2.77,常数变易法
5,76,2.35,函数组的线性相关性
5,66,1.82,定积分在物理上的应用
5,74,2,可降价的高阶微分方程内容
5,75,3.59,n阶线性微分方程及其解的结构
5,28,4.44,高阶导数内容
5,45,4.5,最值
5,66,4.41,定积分在物理上的应用
5,11,0.88,极限的四则运算
5,58,0,定积分的性质
5,54,4.24,有理函数的不定积分
5,48,2.25,函数的作图
5,50,0.44,基本积分表
5,40,3.75,0/0型不定式的极限
5,61,2.46,定积分的换元法与分部积分法
5,2,2.93,初等性态
5,31,0.74,相关变化率
5,30,3.02,由参数方程所确定的函数求导法
5,33,3.59,微分的运算法则
5,47,3.63,曲线的渐近线
5,12,2.01,复合函数的极限运算法则
5,30,3.39,由参数方程所确定的函数求导法
6,79,4.74,刘维儿公式
6,70,4.95,齐次方程
6,60,2.73,微积分的基本定理与基本公式
6,65,1.62,定积分在几何上的应用
6,34,3.39,微分的几何意义
6,53,4.29,分布积分法
6,39,2.31,带有拉格朗日型余项的泰勒公式
6,3,2.92,函数运算
6,81,4.77,二阶常系数微分方程实例
6,20,0.13,介值定理
6,46,4.42,函数的凹凸性与拐点
6,43,4.83,函数的单调性
6,74,4.72,可降价的高阶微分方程内容
6,2,2.41,初等性态
6,9,1.04,无穷小量与无穷大量概念
6,80,4.53,常数变易法
6,51,0.74,不定积分的性质
6,3,2.22,函数运算
6,20,4.81,介值定理
6,47,2.76,曲线的渐近线
6,53,0.68,分布积分法
6,1,2.13,函数概念
6,52,0.86,换元积分法
6,57,2.78,定积分的概念
6,39,2.62,带有拉格朗日型余项的泰勒公式
6,78,3.56,n阶非齐次线性方程通解的结构
6,76,0.53,函数组的线性相关性
6,53,4.5,分布积分法
6,23,4.5,导数的几何定义
6,86,2.73,微分方程的其他解法及研究方法
6,28,2.58,高阶导数内容
6,19,2.47,最大值最小值定理
6,10,4.85,无穷小量与无穷大量性质
6,25,0.21,导数的四则运算
6,18,4.82,连续函数的性质
6,45,1.43,最值
6,12,3.53,复合函数的极限运算法则
6,20,0.32,介值定理
6,63,2.98,无界函数的反常积分
6,78,2.87,n阶非齐次线性方程通解的结构
6,46,3.94,函数的凹凸性与拐点
6,84,3.49,欧拉方程内容
6,61,0.72,定积分的换元法与分部积分法
6,35,0.18,微分在近似计算中的应用
6,80,3.17,常数变易法
6,75,0.78,n阶线性微分方程及其解的结构
6,58,4.13,定积分的性质
6,15,1.32,柯西审敛原理
6,75,4.31,n阶线性微分方程及其解的结构
6,11,1.94,极限的四则运算
7,6,1.88,数列的极限性质
7,81,4.39,二阶常系数微分方程实例
7,75,4.84,n阶线性微分方程及其解的结构
7,34,3.93,微分的几何意义
7,58,4.05,定积分的性质
7,55,0.21,三角有理函数的不定积分
7,67,2.67,引例
7,59,2.85,可积的必要条件与可积函数类
7,50,0.03,基本积分表
7,25,4.45,导数的四则运算
7,69,2.43,可分离变量的微分方程内容
7,12,1.17,复合函数的极限运算法则
7,57,2.9,定积分的概念
7,65,0.47,定积分在几何上的应用
7,56,2.49,某些无理根式的不定积分
7,17,3.29,函数的间断点
7,35,0.58,微分在近似计算中的应用
7,36,1.46,费马定理与罗尔定理
7,30,1.84,由参数方程所确定的函数求导法
7,1,0.37,函数概念
7,79,4.54,刘维儿公式
7,17,0.47,函数的间断点
7,75,4.27,n阶线性微分方程及其解的结构
7,37,3.89,拉格朗日中值定理与柯西中值定理
7,54,0.18,有理函数的不定积分
7,13,1.51,极限存在准则
7,31,3.38,相关变化率
7,77,0.36,n阶齐次线性方程通解的结构
7,19,3.46,最大值最小值定理
7,41,0.59,无穷/无穷型不定式的极限
7,42,1.15,其他类型不定式的极限
7,70,0.69,齐次方程
7,59,3.98,可积的必要条件与可积函数类
7,32,1.78,微分的概念
7,13,0.92,极限存在准则
7,73,4.22,可化为一阶线性微分方程的方程
7,60,4.07,微积分的基本定理与基本公式
7,79,2.47,刘维儿公式
7,30,3.48,由参数方程所确定的函数求导法
7,49,4.77,原函数的不定积分的概念
7,11,4.61,极限的四则运算
7,15,0.63,柯西审敛原理
7,81,4.58,二阶常系数微分方程实例
7,58,3.11,定积分的性质
7,31,3.65,相关变化率
7,68,1.28,基本定义
7,68,0.37,基本定义
7,84,2.22,欧拉方程内容
7,45,4.77,最值
7,8,0.81,自变量趋于无穷大时函数的极限
8,37,0.22,拉格朗日中值定理与柯西中值定理
8,29,2.42,隐函数求导法则
8,38,0.59,带有佩亚诺型余项的泰勒公式
8,18,0.63,连续函数的性质
8,56,1.65,某些无理根式的不定积分
8,44,0.12,极值
8,4,1.93,初等函数
8,31,2,相关变化率
8,54,3.3,有理函数的不定积分
8,45,2.46,最值
8,75,0.73,n阶线性微分方程及其解的结构
8,11,4,极限的四则运算
8,2,0.88,初等性态
8,67,1.15,引例
8,42,3.75,其他类型不定式的极限
8,62,1.6,无穷限反常积分
8,27,0.83,复合函数的求导法则
8,15,4.01,柯西审敛原理
8,30,2.82,由参数方程所确定的函数求导法
8,76,2.05,函数组的线性相关性
8,14,0.42,两个重要极限
8,48,0.01,函数的作图
8,84,1.17,欧拉方程内容
8,23,0.96,导数的几何定义
8,7,1.07,自变量趋于有限值时函数的极限
8,28,3.67,高阶导数内容
8,81,3.84,二阶常系数微分方程实例
8,47,1.48,曲线的渐近线
8,86,0.3,微分方程的其他解法及研究方法
8,33,4.99,微分的运算法则
8,75,2.63,n阶线性微分方程及其解的结构
8,72,4.55,一阶线性微分方程
8,27,1.13,复合函数的求导法则
8,6,0.57,数列的极限性质
8,54,0.03,有理函数的不定积分
8,36,1.43,费马定理与罗尔定理
8,60,1.59,微积分的基本定理与基本公式
8,20,1.01,介值定理
8,52,4.87,换元积分法
8,45,1.65,最值
8,6,1.6,数列的极限性质
8,80,4.66,常数变易法
8,9,3.81,无穷小量与无穷大量概念
8,14,3.32,两个重要极限
8,5,0.58,数列的极限定义
8,9,2.69,无穷小量与无穷大量概念
8,45,1.02,最值
8,75,2.23,n阶线性微分方程及其解的结构
8,24,1.31,导数的可导性和连续性
8,50,1.4,基本积分表
9,18,3.58,连续函数的性质
9,48,3.54,函数的作图
9,61,4.43,定积分的换元法与分部积分法
9,26,1.82,反函数的求导法则
9,19,0.94,最大值最小值定理
9,34,3.68,微分的几何意义
9,35,4.76,微分在近似计算中的应用
9,66,2.02,定积分在物理上的应用
9,39,0.64,带有拉格朗日型余项的泰勒公式
9,37,4.81,拉格朗日中值定理与柯西中值定理
9,7,4.05,自变量趋于有限值时函数的极限
9,64,1.9,定积分的元素法
9,26,0.57,反函数的求导法则
9,12,0.63,复合函数的极限运算法则
9,25,2.33,导数的四则运算
9,80,2.01,常数变易法
9,35,3.49,微分在近似计算中的应用
9,14,4.54,两个重要极限
9,43,0.1,函数的单调性
9,76,3.68,函数组的线性相关性
9,35,3.46,微分在近似计算中的应用
9,27,1.73,复合函数的求导法则
9,26,1.89,反函数的求导法则
9,55,4.38,三角有理函数的不定积分
9,17,2.18,函数的间断点
9,22,3.95,导数的定义
9,25,0.15,导数的四则运算
9,48,0.07,函数的作图
9,50,4.92,基本积分表
9,24,1.29,导数的可导性和连续性
9,24,4.31,导数的可导性和连续性
9,71,3.34,可化为齐次方程的方程
9,78,4.6,n阶非齐次线性方程通解的结构
9,48,2.57,函数的作图
9,74,2.5,可降价的高阶微分方程内容
9,52,1.51,换元积分法
9,83,2.74,n阶常系数齐次线性方程通解的求法
9,69,2.7,可分离变量的微分方程内容
9,48,2.22,函数的作图
9,72,4.42,一阶线性微分方程
9,13,4.47,极限存在准则
9,69,4.45,可分离变量的微分方程内容
9,51,2.76,不定积分的性质
9,56,4.69,某些无理根式的不定积分
9,70,3.82,齐次方程
9,70,4.86,齐次方程
9,70,1.34,齐次方程
9,23,1.86,导数的几何定义
9,18,0.77,连续函数的性质
9,77,4.31,n阶齐次线性方程通解的结构
10,56,2.98,某些无理根式的不定积分
10,64,0.39,定积分的元素法
10,8,2.9,自变量趋于无穷大时函数的极限
10,77,1.34,n阶齐次线性方程通解的结构
10,71,3.59,可化为齐次方程的方程
10,14,0.47,两个重要极限
10,13,3.09,极限存在准则
10,9,3.74,无穷小量与无穷大量概念
10,83,2.5,n阶常系数齐次线性方程通解的求法
10,40,4.42,0/0型不定式的极限
10,67,4.18,引例
10,21,3.53,一致连续性
10,80,3.79,常数变易法
10,32,3.68,微分的概念
10,18,0.31,连续函数的性质
10,56,3.38,某些无理根式的不定积分
10,67,0.8,引例
10,8,3.88,自变量趋于无穷大时函数的极限
10,73,4.77,可化为一阶线性微分方程的方程
10,47,4.87,曲线的渐近线
10,82,4.96,二阶常系数齐次线性方程通解的求法
10,10,0.94,无穷小量与无穷大量性质
10,53,3.88,分布积分法
10,57,1.48,定积分的概念
10,14,4.96,两个重要极限
10,22,2.93,导数的定义
10,45,2.63,最值
10,23,3.01,导数的几何定义
10,71,2.87,可化为齐次方程的方程
10,42,3.05,其他类型不定式的极限
10,22,4.5,导数的定义
10,40,4.19,0/0型不定式的极限
10,71,2.94,可化为齐次方程的方程
10,18,1.09,连续函数的性质
10,8,2.51,自变量趋于无穷大时函数的极限
10,75,2.93,n阶线性微分方程及其解的结构
10,7,2.87,自变量趋于有限值时函数的极限
10,63,3.19,无界函数的反常积分
10,68,3.94,基本定义
10,8,2.37,自变量趋于无穷大时函数的极限
10,49,2.74,原函数的不定积分的概念
10,27,0.3,复合函数的求导法则
10,43,3.74,函数的单调性
10,43,2.19,函数的单调性
10,28,3.1,高阶导数内容
10,72,0.94,一阶线性微分方程
10,13,4.53,极限存在准则
10,20,0.57,介值定理
10,33,0.81,微分的运算法则
10,85,1.04,常系数线性微分方程组解法
11,77,1.78,n阶齐次线性方程通解的结构
11,23,1.09,导数的几何定义
11,79,2.26,刘维儿公式
11,66,0.48,定积分在物理上的应用
11,61,4.14,定积分的换元法与分部积分法
11,71,3.5,可化为齐次方程的方程
11,20,2.22,介值定理
11,85,2.93,常系数线性微分方程组解法
11,40,1.25,0/0型不定式的极限
11,54,0.42,有理函数的不定积分
11,63,4.51,无界函数的反常积分
11,8,0.32,自变量趋于无穷大时函数的极限
11,3,0.35,函数运算
11,50,3.04,基本积分表
11,29,4.68,隐函数求导法则
11,78,0.51,n阶非齐次线性方程通解的结构
11,36,2.55,费马定理与罗尔定理
11,51,0.12,不定积分的性质
11,20,4,介值定理
11,8,4.32,自变量趋于无穷大时函数的极限
11,21,4.89,一致连续性
11,74,3.45,可降价的高阶微分方程内容
11,67,2.54,引例
11,6,1.29,数列的极限性质
11,55,2.72,三角有理函数的不定积分
11,4,0.38,初等函数
11,12,4.12,复合函数的极限运算法则
11,50,3.37,基本积分表
11,37,4.97,拉格朗日中值定理与柯西中值定理
11,68,0.21,基本定义
11,14,1.45,两个重要极限
11,23,3.57,导数的几何定义
11,24,0.81,导数的可导性和连续性
11,69,0.76,可分离变量的微分方程内容
11,86,2.69,微分方程的其他解法及研究方法
11,19,4.13,最大值最小值定理
11,52,3.83,换元积分法
11,79,2.4,刘维儿公式
11,34,0.52,微分的几何意义
11,65,0.4,定积分在几何上的应用
11,55,3.47,三角有理函数的不定积分
11,7,2.28,自变量趋于有限值时函数的极限
11,84,2.37,欧拉方程内容
11,26,1.78,反函数的求导法则
11,65,3.98,定积分在几何上的应用
11,57,3.78,定积分的概念
11,40,2.25,0/0型不定式的极限
11,53,4.06,分布积分法
11,82,0.18,二阶常系数齐次线性方程通解的求法
11,23,4.78,导数的几何定义
12,48,0.04,函数的作图
12,18,0.29,连续函数的性质
12,1,4.23,函数概念
12,40,3.33,0/0型不定式的极限
12,77,0.24,n阶齐次线性方程通解的结构
12,17,4.03,函数的间断点
12,19,1.03,最大值最小值定理
12,70,4.12,齐次方程
12,3,3.58,函数运算
12,63,3.06,无界函数的反常积分
12,86,0.55,微分方程的其他解法及研究方法
12,14,3.6,两个重要极限
12,40,4.4,0/0型不定式的极限
12,46,4.82,函数的凹凸性与拐点
12,39,1.27,带有拉格朗日型余项的泰勒公式
12,80,0.06,常数变易法
12,82,0.84,二阶常系数齐次线性方程通解的求法
12,80,2.11,常数变易法
12,53,1.73,分布积分法
12,18,0.85,连续函数的性质
12,7,3.99,自变量趋于有限值时函数的极限
12,46,4.74,函数的凹凸性与拐点
12,15,1.19,柯西审敛原理
12,80,1.55,常数变易法
12,4,4.89,初等函数
12,33,1,微分的运算法则
12,82,4.27,二阶常系数齐次线性方程通解的求法
12,64,4.7,定积分的元素法
12,7,1.09,自变量趋于有限值时函数的极限
12,44,4.03,极值
12,82,1.04,二阶常系数齐次线性方程通解的求法
12,47,3.95,曲线的渐近线
12,81,4.06,二阶常系数微分方程实例
12,59,0.76,可积的必要条件与可积函数类
12,16,2.64,函数的连续性
12,69,0.16,可分离变量的微分方程内容
12,34,0.77,微分的几何意义
12,29,5,隐函数求导法则
12,63,3.41,无界函数的反常积分
12,56,0.02,某些无理根式的不定积分
12,69,3.12,可分离变量的微分方程内容
12,20,4.3,介值定理
12,25,4.4,导数的四则运算
12,6,2.07,数列的极限性质
12,32,0.33,微分的概念
12,16,1.09,函数的连续性
12,69,1.17,可分离变量的微分方程内容
12,18,4.95,连续函数的性质
12,58,4.29,定积分的性质
12,14,2.53,两个重要极限
13,51,1.66,不定积分的性质
13,29,3.98,隐函数求导法则
13,76,1.5,函数组的线性相关性
13,55,0.08,三角有理函数的不定积分
13,75,4.19,n阶线性微分方程及其解的结构
13,21,1.72,一致连续性
13,31,1.76,相关变化率
13,25,2.27,导数的四则运算
13,61,3.33,定积分的换元法与分部积分法
13,73,2.97,可化为一阶线性微分方程的方程
13,53,0.1,分布积分法
13,33,0.97,微分的运算法则
13,18,3.56,连续函数的性质
13,40,3.63,0/0型不定式的极限
13,54,0.63,有理函数的不定积分
13,5,2.92,数列的极限定义
13,20,0.59,介值定理
13,51,2.9,不定积分的性质
13,24,4.57,导数的可导性和连续性
13,83,0.27,n阶常系数齐次线性方程通解的求法
13,37,2.68,拉格朗日中值定理与柯西中值定理
13,53,2.1,分布积分法
13,81,3.79,二阶常系数微分方程实例
13,51,3.01,不定积分的性质
13,34,0.65,微分的几何意义
13,46,5,函数的凹凸性与拐点
13,13,3.3,极限存在准则
13,65,2.14,定积分在几何上的应用
13,42,1.07,其他类型不定式的极限
13,78,3.98,n阶非齐次线性方程通解的结构
13,71,3.6,可化为齐次方程的方程
13,17,1.96,函数的间断点
13,7,0.61,自变量趋于有限值时函数的极限
13,16,2.83,函数的连续性
13,34,3.04,微分的几何意义
13,50,2.66,基本积分表
13,57,1.98,定积分的概念
13,55,4.27,三角有理函数的不定积分
13,34,2.45,微分的几何意义
13,12,3.88,复合函数的极限运算法则
13,70,4.8,齐次方程
13,59,3.72,可积的必要条件与可积函数类
13,14,4.79,两个重要极限
13,48,3.73,函数的作图
13,61,1.79,定积分的换元法与分部积分法
13,86,4.49,微分方程的其他解法及研究方法
13,61,1.87,定积分的换元法与分部积分法
13,5,4.79,数列的极限定义
13,42,0.29,其他类型不定式的极限
13,23,0.81,导数的几何定义
14,8,3.89,自变量趋于无穷大时函数的极限
14,77,3.44,n阶齐次线性方程通解的结构
14,49,2.77,原函数的不定积分的概念
14,61,2.35,定积分的换元法与分部积分法
14,84,4.32,欧拉方程内容
14,32,3.98,微分的概念
14,35,2.16,微分在近似计算中的应用
14,84,4.57,欧拉方程内容
14,44,4.01,极值
14,14,0.81,两个重要极限
14,18,2.08,连续函数的性质
14,56,3.95,某些无理根式的不定积分
14,79,3.17,刘维儿公式
14,13,0.5,极限存在准则
14,78,0.2,n阶非齐次线性方程通解的结构
14,11,4.58,极限的四则运算
14,77,4.7,n阶齐次线性方程通解的结构
14,75,5,n阶线性微分方程及其解的结构
14,51,2.63,不定积分的性质
14,61,3.01,定积分的换元法与分部积分法
14,81,3.66,二阶常系数微分方程实例
14,25,0.64,导数的四则运算
14,18,0.25,连续函数的性质
14,40,1.84,0/0型不定式的极限
14,34,3.54,微分的几何意义
14,17,4.85,函数的间断点
14,61,2.91,定积分的换元法与分部积分法
14,1,3.81,函数概念
14,15,1.59,柯西审敛原理
14,33,3.74,微分的运算法则
14,62,4.45,无穷限反常积分
14,7,1.02,自变量趋于有限值时函数的极限
14,68,2.35,基本定义
14,58,2.37,定积分的性质
14,56,1.69,某些无理根式的不定积分
14,73,4.03,可化为一阶线性微分方程的方程
14,31,2.46,相关变化率
14,26,3.49,反函数的求导法则
14,57,0.8,定积分的概念
14,7,4.77,自变量趋于有限值时函数的极限
14,46,1.91,函数的凹凸性与拐点
14,55,1.64,三角有理函数的不定积分
14,21,2.67,一致连续性
14,23,2.97,导数的几何定义
14,69,1.56,可分离变量的微分方程内容
14,16,1.74,函数的连续性
14,66,4.13,定积分在物理上的应用
14,62,0.55,无穷限反常积分
14,38,4.33,带有佩亚诺型余项的泰勒公式
14,30,3.36,由参数方程所确定的函数求导法
15,39,3.89,带有拉格朗日型余项的泰勒公式
15,3,4.54,函数运算
15,12,3.31,复合函数的极限运算法则
15,49,3.16,原函数的不定积分的概念
15,44,2.7,极值
15,2,2.18,初等性态
15,86,4.73,微分方程的其他解法及研究方法
15,82,3.71,二阶常系数齐次线性方程通解的求法
15,30,4.58,由参数方程所确定的函数求导法
15,70,4.96,齐次方程
15,30,1.93,由参数方程所确定的函数求导法
15,60,4.28,微积分的基本定理与基本公式
15,6,1.81,数列的极限性质
15,71,3.66,可化为齐次方程的方程
15,20,0.88,介值定理
15,6,4.59,数列的极限性质
15,39,2.37,带有拉格朗日型余项的泰勒公式
15,57,1.53,定积分的概念
15,26,2.58,反函数的求导法则
15,56,1.37,某些无理根式的不定积分
15,81,3.29,二阶常系数微分方程实例
15,7,3.51,自变量趋于有限值时函数的极限
15,2,1.21,初等性态
15,4,4.25,初等函数
15,17,2.36,函数的间断点
15,61,3.63,定积分的换元法与分部积分法
15,58,0.37,定积分的性质
15,71,1.46,可化为齐次方程的方程
15,15,4.83,柯西审敛原理
15,84,2.4,欧拉方程内容
15,13,0.46,极限存在准则
15,30,1.38,由参数方程所确定的函数求导法
15,80,1.76,常数变易法
15,66,1.43,定积分在物理上的应用
15,43,0.69,函数的单调性
15,8,1.26,自变量趋于无穷大时函数的极限
15,52,0.73,换元积分法
15,50,4.95,基本积分表
15,70,3.81,齐次方程
15,79,3.77,刘维儿公式
15,51,1.66,不定积分的性质
15,67,1.27,引例
15,6,2.49,数列的极限性质
15,80,2.99,常数变易法
15,21,0.75,一致连续性
15,86,0.14,微分方程的其他解法及研究方法
15,58,0.99,定积分的性质
15,16,4.17,函数的连续性
15,49,0.54,原函数的不定积分的概念
15,26,3.9,反函数的求导法则
16,33,4.96,微分的运算法则
16,64,1.74,定积分的元素法
16,23,4.43,导数的几何定义
16,43,0.73,函数的单调性
16,78,2.52,n阶非齐次线性方程通解的结构
16,79,2.51,刘维儿公式
16,14,4.65,两个重要极限
16,18,4.68,连续函数的性质
16,16,4.95,函数的连续性
16,58,4.45,定积分的性质
16,35,4.34,微分在近似计算中的应用
16,6,3.54,数列的极限性质
16,70,2.8,齐次方程
16,2,1.56,初等性态
16,17,1.25,函数的间断点
16,4,4.38,初等函数
16,1,4.66,函数概念
16,75,2.75,n阶线性微分方程及其解的结构
16,63,3.68,无界函数的反常积分
16,32,2.6,微分的概念
16,73,4.28,可化为一阶线性微分方程的方程
16,20,1.2,介值定理
16,78,2.94,n阶非齐次线性方程通解的结构
16,58,1.03,定积分的性质
